learner_id,learner_name,grade,term,subject,score,assessment_date
L015,Ian Oliech,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,70.36,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Mathematics,83.41,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Integrated Science,82.4,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Health Education,81.95,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Social Studies,70.22,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Religious Education,77.2,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Pre-Technical and Pre-Career Education,86.47,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Agriculture,83.46,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Business Studies,68.86,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Life Skills Education,70.55,2024-11-20
L015,Ian Oliech,Grade 8,Term 3,Sports and Physical Education,75.65,2024-11-20
L015,Ian Oliech,Grade 9,Term 1,English,79.04,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,71.89,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Mathematics,85.74,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Integrated Science,87.48,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Health Education,78.44,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Social Studies,72.17,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Religious Education,73.63,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Pre-Technical and Pre-Career Education,84.96,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Agriculture,77.55,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Business Studies,80.41,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Life Skills Education,72.97,2025-04-15
L015,Ian Oliech,Grade 9,Term 1,Sports and Physical Education,83.58,2025-04-15
L015,Ian Oliech,Grade 9,Term 2,English,72.64,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,74.87,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Mathematics,85.09,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Integrated Science,84.45,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Health Education,78.53,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Social Studies,74.76,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Religious Education,77.18,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Pre-Technical and Pre-Career Education,84.65,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Agriculture,81.4,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Business Studies,73.13,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Life Skills Education,75.93,2025-08-15
L015,Ian Oliech,Grade 9,Term 2,Sports and Physical Education,79.29,2025-08-15
L015,Ian Oliech,Grade 9,Term 3,English,75.26,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,79.08,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Mathematics,91.49,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Integrated Science,92.33,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Health Education,84.3,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Social Studies,76.83,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Religious Education,78.76,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Pre-Technical and Pre-Career Education,93.33,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Agriculture,82.43,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Business Studies,73.87,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Life Skills Education,79.99,2025-11-20
L015,Ian Oliech,Grade 9,Term 3,Sports and Physical Education,80.32,2025-11-20
L016,Michael Jepkemboi,Grade 7,Term 1,English,71.08,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,77.33,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Mathematics,68.06,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Integrated Science,73.51,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Health Education,73.86,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Social Studies,74.15,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Religious Education,67.75,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Pre-Technical and Pre-Career Education,72.65,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Agriculture,76.88,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Business Studies,63.64,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Life Skills Education,67.25,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 1,Sports and Physical Education,74.14,2023-04-15
L016,Michael Jepkemboi,Grade 7,Term 2,English,72.12,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,77.62,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Mathematics,77.06,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Integrated Science,73.23,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Health Education,74.68,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Social Studies,73.78,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Religious Education,67.57,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Pre-Technical and Pre-Career Education,74.85,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Agriculture,80.78,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Business Studies,71.09,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Life Skills Education,70.06,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 2,Sports and Physical Education,77.41,2023-08-15
L016,Michael Jepkemboi,Grade 7,Term 3,English,80.23,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,79.24,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Mathematics,69.45,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Integrated Science,72.79,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Health Education,70.48,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Social Studies,80.59,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Religious Education,78.04,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Pre-Technical and Pre-Career Education,71.25,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Agriculture,82.93,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Business Studies,64.26,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Life Skills Education,70.92,2023-11-20
L016,Michael Jepkemboi,Grade 7,Term 3,Sports and Physical Education,77.59,2023-11-20
L016,Michael Jepkemboi,Grade 8,Term 1,English,81.35,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,84.52,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Mathematics,76.84,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Integrated Science,74.39,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Health Education,81.43,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Social Studies,74.76,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Religious Education,78.16,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Pre-Technical and Pre-Career Education,81.19,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Agriculture,77.54,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Business Studies,72.19,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Life Skills Education,74.41,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 1,Sports and Physical Education,75.77,2024-04-15
L016,Michael Jepkemboi,Grade 8,Term 2,English,81.02,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,78.46,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Mathematics,72.48,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Integrated Science,76.44,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Health Education,77.07,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Social Studies,79.47,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Religious Education,71.88,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Pre-Technical and Pre-Career Education,71.98,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Agriculture,74.41,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Business Studies,68.74,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Life Skills Education,75.26,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 2,Sports and Physical Education,76.52,2024-08-15
L016,Michael Jepkemboi,Grade 8,Term 3,English,80.58,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,84.57,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Mathematics,74.03,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Integrated Science,75.09,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Health Education,75.02,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Social Studies,82.67,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Religious Education,78.23,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Pre-Technical and Pre-Career Education,73.91,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Agriculture,83.81,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Business Studies,70.84,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Life Skills Education,76.99,2024-11-20
L016,Michael Jepkemboi,Grade 8,Term 3,Sports and Physical Education,80.96,2024-11-20
L016,Michael Jepkemboi,Grade 9,Term 1,English,75.8,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,78.66,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Mathematics,73.2,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Integrated Science,72.42,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Health Education,79.3,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Social Studies,81.0,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Religious Education,71.62,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Pre-Technical and Pre-Career Education,81.54,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Agriculture,80.08,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Business Studies,69.58,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Life Skills Education,71.67,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 1,Sports and Physical Education,81.44,2025-04-15
L016,Michael Jepkemboi,Grade 9,Term 2,English,77.15,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,82.81,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Mathematics,76.05,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Integrated Science,81.78,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Health Education,81.51,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Social Studies,77.67,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Religious Education,78.5,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Pre-Technical and Pre-Career Education,81.52,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Agriculture,79.93,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Business Studies,71.09,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Life Skills Education,71.57,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 2,Sports and Physical Education,79.9,2025-08-15
L016,Michael Jepkemboi,Grade 9,Term 3,English,79.87,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,81.45,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Mathematics,74.33,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Integrated Science,84.0,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Health Education,83.88,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Social Studies,85.09,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Religious Education,79.64,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Pre-Technical and Pre-Career Education,79.54,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Agriculture,82.6,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Business Studies,79.24,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Life Skills Education,81.06,2025-11-20
L016,Michael Jepkemboi,Grade 9,Term 3,Sports and Physical Education,80.73,2025-11-20
L017,Jose Ndung'u,Grade 7,Term 1,English,55.63,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,58.15,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Mathematics,58.75,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Integrated Science,60.26,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Health Education,68.15,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Social Studies,63.89,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Religious Education,59.07,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Pre-Technical and Pre-Career Education,64.4,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Agriculture,60.18,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Business Studies,57.16,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Life Skills Education,69.29,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 1,Sports and Physical Education,62.88,2023-04-15
L017,Jose Ndung'u,Grade 7,Term 2,English,64.22,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,57.98,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Mathematics,65.27,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Integrated Science,61.48,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Health Education,64.53,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Social Studies,60.28,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Religious Education,68.03,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Pre-Technical and Pre-Career Education,60.46,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Agriculture,68.98,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Business Studies,54.75,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Life Skills Education,72.6,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 2,Sports and Physical Education,67.24,2023-08-15
L017,Jose Ndung'u,Grade 7,Term 3,English,56.36,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,67.34,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Mathematics,62.53,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Integrated Science,56.56,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Health Education,65.41,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Social Studies,57.69,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Religious Education,68.94,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Pre-Technical and Pre-Career Education,63.23,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Agriculture,67.35,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Business Studies,59.14,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Life Skills Education,68.59,2023-11-20
L017,Jose Ndung'u,Grade 7,Term 3,Sports and Physical Education,61.02,2023-11-20
L017,Jose Ndung'u,Grade 8,Term 1,English,58.4,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,62.42,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Mathematics,63.1,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Integrated Science,55.35,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Health Education,69.94,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Social Studies,61.03,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Religious Education,68.52,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Pre-Technical and Pre-Career Education,67.57,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Agriculture,63.27,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Business Studies,59.88,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Life Skills Education,69.33,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 1,Sports and Physical Education,59.91,2024-04-15
L017,Jose Ndung'u,Grade 8,Term 2,English,57.58,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,60.08,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Mathematics,68.29,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Integrated Science,61.01,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Health Education,64.11,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Social Studies,57.98,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Religious Education,63.32,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Pre-Technical and Pre-Career Education,62.05,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Agriculture,68.72,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Business Studies,61.2,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Life Skills Education,70.76,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 2,Sports and Physical Education,65.42,2024-08-15
L017,Jose Ndung'u,Grade 8,Term 3,English,59.26,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,66.68,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Mathematics,69.01,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Integrated Science,62.07,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Health Education,65.3,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Social Studies,58.58,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Religious Education,68.84,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Pre-Technical and Pre-Career Education,60.1,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Agriculture,67.85,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Business Studies,61.45,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Life Skills Education,74.06,2024-11-20
L017,Jose Ndung'u,Grade 8,Term 3,Sports and Physical Education,64.26,2024-11-20
L017,Jose Ndung'u,Grade 9,Term 1,English,63.95,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,58.72,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Mathematics,59.13,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Integrated Science,64.7,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Health Education,70.68,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Social Studies,64.52,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Religious Education,68.91,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Pre-Technical and Pre-Career Education,63.14,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Agriculture,69.56,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Business Studies,59.0,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Life Skills Education,72.18,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 1,Sports and Physical Education,58.8,2025-04-15
L017,Jose Ndung'u,Grade 9,Term 2,English,62.91,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,62.61,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Mathematics,65.92,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Integrated Science,63.09,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Health Education,67.44,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Social Studies,62.91,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Religious Education,66.28,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Pre-Technical and Pre-Career Education,59.03,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Agriculture,66.73,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Business Studies,56.95,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Life Skills Education,70.64,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 2,Sports and Physical Education,62.13,2025-08-15
L017,Jose Ndung'u,Grade 9,Term 3,English,68.56,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,59.13,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Mathematics,68.44,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Integrated Science,63.54,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Health Education,69.9,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Social Studies,68.04,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Religious Education,62.5,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Pre-Technical and Pre-Career Education,60.38,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Agriculture,62.66,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Business Studies,59.31,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Life Skills Education,71.03,2025-11-20
L017,Jose Ndung'u,Grade 9,Term 3,Sports and Physical Education,68.49,2025-11-20
L018,Sharon Korir,Grade 7,Term 1,English,79.55,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,73.91,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Mathematics,78.7,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Integrated Science,74.87,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Health Education,75.35,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Social Studies,78.43,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Religious Education,65.31,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Pre-Technical and Pre-Career Education,92.1,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Agriculture,81.31,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Business Studies,72.32,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Life Skills Education,76.02,2023-04-15
L018,Sharon Korir,Grade 7,Term 1,Sports and Physical Education,68.45,2023-04-15
L018,Sharon Korir,Grade 7,Term 2,English,83.94,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,74.25,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Mathematics,76.85,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Integrated Science,76.62,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Health Education,75.93,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Social Studies,78.59,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Religious Education,64.49,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Pre-Technical and Pre-Career Education,86.95,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Agriculture,77.55,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Business Studies,64.17,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Life Skills Education,75.0,2023-08-15
L018,Sharon Korir,Grade 7,Term 2,Sports and Physical Education,65.83,2023-08-15
L018,Sharon Korir,Grade 7,Term 3,English,76.01,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,67.95,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Mathematics,79.29,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Integrated Science,82.35,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Health Education,75.7,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Social Studies,74.09,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Religious Education,67.34,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Pre-Technical and Pre-Career Education,86.84,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Agriculture,79.36,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Business Studies,69.37,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Life Skills Education,71.32,2023-11-20
L018,Sharon Korir,Grade 7,Term 3,Sports and Physical Education,69.6,2023-11-20
L018,Sharon Korir,Grade 8,Term 1,English,81.58,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,74.79,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Mathematics,77.49,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Integrated Science,73.86,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Health Education,73.4,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Social Studies,74.33,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Religious Education,61.95,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Pre-Technical and Pre-Career Education,82.79,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Agriculture,70.57,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Business Studies,68.3,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Life Skills Education,71.86,2024-04-15
L018,Sharon Korir,Grade 8,Term 1,Sports and Physical Education,71.66,2024-04-15
L018,Sharon Korir,Grade 8,Term 2,English,83.81,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,69.41,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Mathematics,76.53,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Integrated Science,81.29,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Health Education,69.87,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Social Studies,72.76,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Religious Education,66.7,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Pre-Technical and Pre-Career Education,83.99,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Agriculture,71.49,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Business Studies,67.8,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Life Skills Education,69.03,2024-08-15
L018,Sharon Korir,Grade 8,Term 2,Sports and Physical Education,73.33,2024-08-15
L018,Sharon Korir,Grade 8,Term 3,English,76.12,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,68.26,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Mathematics,70.0,2024-11-20
